Ana Kamera FlaÅŸ,Ana Kamera Flaş,Ana Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ana Kamera Çözünürlük Aralığı,Arka Kamera SayÄ±sÄ±,Arka Kamera Sayısı,ArttÄ±rÄ±labilir HafÄ±za (HafÄ±za KartÄ± DesteÄŸi),Arttırılabilir Hafıza (Hafıza Kartı Desteği),Ağırlık,Batarya Kapasitesi AralÄ±ÄŸÄ±,Batarya Kapasitesi Aralığı,BaÄŸlantÄ±lar,Bağlantılar,Bluetooth,CPU AralÄ±k,CPU Aralık,Cep Telefonu Modeli,Dahili HafÄ±za,Dahili Hafıza,Dokunmatik Ekran,Ekran Boyut AralÄ±ÄŸÄ±,Ekran Boyut Aralığı,Ekran Boyutu,Ekran Boyutu Aralığı,Ekran Cinsi,Ekran Teknolojisi,Ekran Yenileme HÄ±zÄ±,Ekran Yenileme Hızı,Ekran Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ekran Çözünürlüğü,GPS,Garanti SÃ¼resi,Garanti Süresi,Garanti Tipi,GÃ¶rÃ¼ntÃ¼ Teknolojisi,GÃ¶rÃ¼ntÃ¼lÃ¼ KonuÅŸma,Görüntü Teknolojisi,Görüntülü Konuşma,Kablosuz Åžarj,Kablosuz Şarj,Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Kamera Çözünürlüğü,Kozmetik Durum,KulaklÄ±k GiriÅŸi,Kulaklık Girişi,Mobil BaÄŸlantÄ± HÄ±zÄ±,Mobil Bağlantı Hızı,NFC,Parmak Ä°zi Okuyucu,Parmak İzi Okuyucu,Pil GÃ¼cÃ¼ (mAh),Pil Gücü (mAh),RAM Kapasitesi,Radio,Renk,Suya/Toza DayanÄ±klÄ±lÄ±k,Suya/Toza Dayanıklılık,Video KayÄ±t Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Video Kayıt Çözünürlüğü,YÃ¼z TanÄ±ma,Yüz Tanıma,Ã–n Kamera FlaÅŸ,Ã–n Kamera SayÄ±sÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k AralÄ±ÄŸÄ±,Ã–n Kamera Ã‡Ã¶zÃ¼nÃ¼rlÃ¼ÄŸÃ¼,Ã‡ift Hat,Ä°ÅŸlemci MarkasÄ±,Ä°ÅŸletim Sistemi,Åžarj GiriÅŸi,Åžarj HÄ±zÄ±,Çift Hat,Ön Kamera Flaş,Ön Kamera Sayısı,Ön Kamera Çözünürlük Aralığı,Ön Kamera Çözünürlüğü,İşlemci Markası,İşletim Sistemi,Şarj Girişi,Şarj Hızı,url,price,brands
,Var,,12 MP,,2,,Yok,200 gr,,2000-3000 mAh,,,Var,,2.0-2.5 GHz,,,32 GB,Var,,,"5,5 - 6 inç","5""-5.5""",LCD,FHD+,,60 Hz,,FHD+,Var,,1 Yıl,,,,LCD,Var,,Yok,,10 - 15 MP,A seviye-Mükemmel,,3.5 mm,,4.5G,Var,,Var,,2800 ve üstü,3 GB,Yok,Gümüş,,Yok,,2160p (Ultra HD) 4K,,Yok,,,,,,,,,,Yok,Yok,1,5 - 10 MP,5 -10 MP,,,Lightning,10-20 W,https://www.trendyol.com//apple/iphone-7-plus-32-gb-silver-yenilenmis-cep-telefonu-12-ay-ritzy-garantili-p-639567785,5.999 TL,Apple
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,Redmi Note 11,,64 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,,FHD+,,,,,,,2 Yıl,Xiaomi Türkiye Garantili,,,AMOLED,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,,,1500 ve altı,4 GB,,Gri,,Var,,,,,,,,,,,,,,Var,,1,10 - 15 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/redmi-note-11-64-gb-4-gb-ram-grafit-grisi-cep-telefonu-xiaomi-turkiye-garantili-p-299684705,7.220 TL,Xiaomi
,Var,,40 - 60 MP,,2,,Var,,,3000-3500 mAh,,USB,Var,,2.0-2.5 GHz,iPhone 15,,128 GB,Var,,6'' - 6.5'',"6,1 inç",,FHD Süper AMOLED,FHD+,,144 Hz üstü,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Var,,3000 - 4000,6 GB,Yok,Sarı,,Var,,4320p (Ultra HD) 8K,,Var,,,,,,,,,,Var,Yok,1,10 - 15 MP,12 MP,Apple,iOS,USB Type-C,10-20 W,https://www.trendyol.com//apple/iphone-15-128-gb-sari-p-762254837,50.499 TL,Apple
,Var,,10 - 15 MP,,2,,Yok,,,2000-3000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,iPhone 12,,64 GB,Var,,6'' - 6.5'',"6,1 inç",,OLED,FHD+,,60 Hz,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,OLED,Var,,Var,,10 - 15 MP,,,Lightning,,4.5G,Var,,Yok,,2815,4 GB,Yok,Siyah,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Yok,Yok,1,10 - 15 MP,8 - 14 MP,Apple,iOS,Lightning,10-20 W,https://www.trendyol.com//apple/iphone-12-64-gb-siyah-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706451,26.999 TL,Apple
,,,40 - 60 MP,,3,,,,,5000-6000 mAh,,,,,,,,128 GB,Var,,6.5'' - 7'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Xiaomi Türkiye Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4G,Var,,,,1500 ve altı,6 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//poco/m5-128-gb-cep-telefonu-xiaomi-turkiye-garantili-p-386651023,8.899 TL,POCO
,Var,,40 - 60 MP,,3,,Yok,,,4000-4500 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,iPhone 15 Pro Max,,512 GB,Var,,6.5'' - 7'',"6,7 inç",,FHD Süper AMOLED,Dinamik AMOLED,,144 Hz üstü,,QHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,SXRD,Var,,Var,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Yok,,4000 - 5000,8 GB,Yok,Siyah,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Var,1,40 - 60 MP,12 MP,Apple,iOS,USB Type-C,20-40 W,https://www.trendyol.com//apple/iphone-15-pro-max-512-gb-siyah-titanyum-p-762254850,89.949 TL,Apple
,,,100 -120 MP,,3,,,,,5000-6000 mAh,,,,,,Xiaomi 12T,,256 GB,Var,,6.5'' - 7'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Xiaomi Türkiye Garantili,,,,,,,,5 MP ve altı,,,USB Type-C,,5G,Var,,,,1500 ve altı,8 GB,,Siyah,,Var,,,,,,,,,,,,,,Var,,1,20 - 40 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/12t-256-gb-8-gb-ram-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-371087369,24.559 TL,Xiaomi
,,,5 - 10 MP,,1,,,,,4500-5000 mAh,,,,,,,,256 GB,Var,,6.5'' - 7'',6 inç ve üstü,,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 - 10 MP,,,USB Type-C,,5G,Yok,,,,3000 - 4000,8 GB,,Siyah,,Yok,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/mi-12t-256-gb-8-gb-ram-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-748586864,25.997 TL,Xiaomi
,Var,,10 - 15 MP,,2,,Yok,,,2000-3000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,iPhone 12,,64 GB,Var,,6'' - 6.5'',"6,1 inç",,OLED,FHD+,,60 Hz,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,OLED,Var,,Var,,10 - 15 MP,,,Lightning,,4.5G,Var,,Yok,,2815,4 GB,Yok,Yeşil,,Var,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Yok,Yok,1,10 - 15 MP,8 - 14 MP,Apple,iOS,Lightning,10-20 W,https://www.trendyol.com//apple/iphone-12-64-gb-yesil-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706391,26.917 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-11-64-gb-mor-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-64074799,28.399 TL,Apple
,,,15 - 20 MP,,2,,,,,5000-6000 mAh,,,Var,,,,,128 GB,Var,,6.5'' - 7'',"4 - 4,5 inç",,,,,120 Hz,,,Var,,2 Yıl,Resmi Distribütör Garantili,,,,Var,,Yok,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,Var,,1500 ve altı,6 GB,,Çok Renkli,,Yok,,,,,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,Micro-USB,10-20 W,https://www.trendyol.com//tecno/pova-neo-6gb-128-gb-obsidyen-siyah-telefon-p-321663048,6.999 TL,Tecno
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-a23-128-gb-mavi-cep-telefonu-samsung-turkiye-garantili-p-313317024,9.499 TL,Samsung
,Var,,80 - 100 MP,,4,,,,,5000-6000 mAh,,Bluetooth,Var,,2.0-2.5 GHz,Galaxy M31s,,128 GB,Var,,6.5'' - 7'',6 inç ve üstü,,Super AMOLED,FHD+,,60 Hz,,HD+,Var,,2 Yıl,Samsung TR Garantili,,,AMOLED,Var,,Yok,,20 MP ve üstü,,,3.5 mm,,4.5G,Var,,Var,,5000 ve üstü,6 GB,Yok,Siyah,,Yok,,2160p (Ultra HD) 4K,,Var,,,,,,,,,,Var,Yok,1,20 - 40 MP,8 MP ve üstü,Samsung,Android,USB Type-C,20-40 W,https://www.trendyol.com//samsung/galaxy-m31s-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-51678102,20.250 TL,Samsung
,,,60 - 80 MP,,4,,Yok,,,5000-6000 mAh,,,Var,,,Galaxy A53,,128 GB,Var,,6.5'' - 7'',"6,5 inç",,Super AMOLED,QHD+,,120 Hz,,FHD+,Var,,2 Yıl,Samsung TR Garantili,,,AMOLED,Var,,Yok,,64 MP + 12 MP + 5 MP + 5 MP,,,USB Type-C,,5G,Var,,Var,,5000,8 GB,,Turuncu,,Var,,,,Var,,,,,,,,,,Var,,1,20 - 40 MP,32 MP,Samsung,Android,USB Type-C,10-20 W,https://www.trendyol.com//samsung/galaxy-a53-128-gb-turuncu-cep-telefonu-samsung-turkiye-garantili-p-274396256,15.630 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-7-plus-128-gb-siyah-yenilenmis-cep-telefonu-12-ay-ritzy-garantili-p-472219617,8.800 TL,Apple
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,4 GB,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-xr-64-gb-siyah-cep-telefonu-12-ay-garantili-a-kalite-p-689225163,16.639 TL,Apple
,Var,,5 - 10 MP,,1,,Var,,,4500-5000 mAh,,Wi-Fi,Var,,2.0-2.5 GHz,POCO C40,,64 GB,Var,,6.5'' - 7'',6 inç ve üstü,,LCD,HD+,,60 Hz,,HD+,Var,,2 Yıl,Resmi Distribütör Garantili,,,LCD,Var,,Yok,,5 - 10 MP,,,USB Type-C,,4G,Yok,,Var,,3000 - 4000,4 GB,Yok,Yeşil,,Yok,,1080p (Full HD),,Var,,,,,,,,,,Var,Yok,1,5 - 10 MP,5 MP,Yok,Android,USB Type-C,10-20 W,https://www.trendyol.com//poco/c40-64-gb-yesil-cep-telefonu-poco-turkiye-garantili-p-315902704,5.118 TL,POCO
,,,12 MP,,,,,,,,,,,,,,,128 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,4 GB,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-8-plus-128-gb-uzay-grisi-cep-telefonu-12-ay-garantili-a-kalite-p-689221720,11.099 TL,Apple
,,,40 - 60 MP,,2,,,,,5000-6000 mAh,,,,,,,,256 GB,Var,,6.5'' - 7'',"6,4 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,50 MP,,,USB Type-C,,4G,Var,,,,4000 - 5000,8 GB,,Beyaz,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//realme/10-8gb-256gb-akilli-telefon-gundogumu-beyazi-p-780485753,10.499 TL,realme
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,B seviye-Çok İyi,,,,,,,,,,4 GB,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-11-64-gb-yesil-cep-telefonu-12-ay-garantili-b-kalite-p-689225186,17.499 TL,Apple
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/iphone-14-pro-512-gb-derin-mor-p-355707157,70.075 TL,Apple
,,,40 - 60 MP,,4,,Var,,,5000-6000 mAh,,,,,,Redmi Note 10 Pro,,128 GB,Var,,6.5'' - 7'',"4 - 4,5 inç",,AMOLED,Dinamik AMOLED,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Var,,,,1500 ve altı,8 GB,,Gri,,Yok,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/redmi-note-10-pro-128-gb-8-gb-ram-gri-xiaomi-turkiye-garantili-p-279235623,10.911 TL,Xiaomi
,,,,,,,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,1 Yıl,,,,,,,,,,,,,,,,,,,,,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-11-128-gb-a-kalite-p-665667416,19.999 TL,Apple
,Var,,40 - 60 MP,,4,,Var,200 gr,,4000-4500 mAh,,,Var,,2.0-2.5 GHz,,,64 GB,Var,,,6 - 8 inç,"6""-6.5""",LCD,FHD+,,60 Hz,,FHD+,Var,,1 Yıl,,,,LCD,Yok,,Yok,,20 MP ve üstü,,,USB Type-C,,4.5G,Yok,,Var,,4000 - 5000,4 GB,Var,Siyah,,Yok,,2160p (Ultra HD) 4K,,Yok,,,,,,,,,,Var,Yok,1,10 - 15 MP,8 - 14 MP,,,USB Type-C,10-20 W,https://www.trendyol.com//xiaomi/redmi-note-8-64-gb-siyah-yenilenmis-cep-telefonu-12-ay-ritzy-garantili-p-660028889,4.999 TL,Xiaomi
,,,10 - 15 MP,,1,,Yok,,,,,,,,,,,32 GB,Var,,,"4,5 - 5 inç","4.5""-5""",LCD,HD+,,,,,,,2 Yıl,,,,,,,,,,A seviye-Mükemmel,,Lightning,,4.5G,Yok,,,,,2 GB,,Gümüş,,Var,,,,,,,,,,,,,,Yok,,1,5 - 10 MP,5 - 8 MP,,,Lightning,,https://www.trendyol.com//apple/yenilenmis-iphone-7-32-gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-117138590,4.630 TL,Apple
,,100 -120 MP,,3,,,,,5000-6000 mAh,,,,,,,Redmi Note 11 Pro,128 GB,,Var,6.5'' - 7'',,"4 - 4,5 inÃ§",,,,,,,,,2 YÄ±l,,Xiaomi TÃ¼rkiye Garantili,AMOLED,,,,,,5 MP ve altÄ±,,,3.5 mm,,5G,,Var,,,1500Â ve altÄ±,,6 GB,,Beyaz,Var,,,,,,,1,15 - 20 MP,,Var,,Android,USB Type-C,,,,,,,,,,,https://www.trendyol.com//xiaomi/redmi-note-11-pro-5g-128-gb-6-gb-ram-kutup-beyazi-cep-telefonu-xiaomi-turkiye-garantili-p-288480359,12.999 TL,Xiaomi
,,,100 -120 MP,,4,,,,,5000-6000 mAh,,,,,,Redmi Note 12 Pro,,256 GB,Var,,6.5'' - 7'',"6,7 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,20 MP ve üstü,,,USB Type-C,,4.5G,Var,,,,5000 ve üstü,8 GB,,Gri,,Var,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,Android,USB Type-C,,https://www.trendyol.com//xiaomi/redmi-note-12-pro-8-256gb-koyu-gri-cep-telefonu-p-750486360,12.599 TL,Xiaomi
,,,40 - 60 MP,,2,,,,,5000-6000 mAh,,Bluetooth,,,,,,64 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4.5G,Yok,,,,1500 ve altı,4 GB,,Mavi,,Var,,,,,,,,,,,,,,Yok,,1,5 - 10 MP,,Samsung,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-a03-64-gb-mavi-cep-telefonu-samsung-turkiye-garantili-p-316707213,5.375 TL,Samsung
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,"6,1 inç",,,,,,,,,,1 Yıl,,,,,,,,,,C seviye-İyi,,,,,,,,,,3 GB,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-xr-64-gb-c-kalite-p-655957980,13.849 TL,Apple
,,,15 - 20 MP,,1,,Yok,,,,,,,,,,,256 GB,Var,,,6 - 8 inç,,Super AMOLED,QHD+,,,,,,,1 Yıl,İthalatçı Garantili,,,,,,,,64 MP + 12 MP + 5 MP + 5 MP,A seviye-Mükemmel,,,,,,,,,5020,12 GB,,Gri,,,,,,,,,,,,,,,,Var,,1,15 - 20 MP,,,,,,https://www.trendyol.com//samsung/yenilenmis-samsung-galaxy-z-fold4-256-gb-12-gb-ram-gri-cep-telefonu-a-kalite-kutusu-acik-sifir-p-778173831,39.989 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//vivo/y36-8-256-gb-akilli-telefon-meteor-siyahi-p-781773208,11.999 TL,vivo
,Var,,40 - 60 MP,,3,,,,,4000-4500 mAh,,,Var,,,,,1 TB,Var,,7'' Üstü,7 - 10 inç,,AMOLED,Dinamik AMOLED,,,,,,,2 Yıl,Samsung TR Garantili,,,,Var,,Var,,20 MP ve üstü,,,USB Type-C,,5G,Var,,,,3000 - 7900,12 GB,,Siyah,,Var,,,,Var,,,,,,,,,,Var,Var,2,5 - 10 MP,5 -10 MP,Qualcomm,Android,USB Type-C,,https://www.trendyol.com//samsung/galaxy-z-fold5-12-gb-ram-1-tb-phantom-black-p-772198012,66.999 TL,Samsung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-m23-128-gb-yesil-cep-telefonu-samsung-turkiye-garantili-p-286500401,10.404 TL,Samsung
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,"6,2 inç",,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,3 GB,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//huawei/yenilenmis-huawei-p-smart-2019-64gb-a-kalite-mavi-p-758707033,2.999 TL,Huawei
,,15 - 20 MP,,2,,,,,4500-5000 mAh,,,,,,,,128 GB,,Var,6.5'' - 7'',,"6,7 inÃ§",,,,,,,,,2 YÄ±l,,Xiaomi TÃ¼rkiye Garantili,,,,,,,5 - 10 MP,,,USB Type-C,,4.5G,,Yok,,,2800 ve Ã¼stÃ¼,,4 GB,,Beyaz,Yok,,,,,,,1,5 - 10 MP,,Yok,,Android,USB Type-C,,,,,,,,,,,https://www.trendyol.com//omix/x5-4-4-128-gb-p-735161053,7.499 TL,omix
,,,12 MP,,,,,,,,,,,,,,,256 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,4 GB,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-13-pro-max-256-gb-sierra-mavisi-a-grade-p-689224113,64.559 TL,Apple
,,,12 MP,,2,,,,,3500-4000 mAh,,,Var,,,,,512 GB,Var,,6.5'' - 7'',6 inç ve üstü,,Süper AMOLED,,,120 Hz,,,,,2 Yıl,Samsung TR Garantili,,,,,,Var,,12 MP + 12 MP,,,USB Type-C,,5G,Var,,Var,,2800 ve üstü,8 GB,,Sarı,,Var,,,,Var,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,20-40 W,https://www.trendyol.com//samsung/galaxy-z-flip5-8-gb-ram-512-gb-yellow-p-772200326,46.999 TL,Samsung
,,,20 - 40 MP,,,,,,,,,,,,,,,256 GB,,,,6 - 8 inç,,,,,,,,,,1 Yıl,,,,,,,,,,C seviye-İyi,,,,,,,,,,8 GB,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/yenilenmis-samsung-galaxy-s21-plus-256-gb-12-ay-garantili-c-grade-p-763894733,17.580 TL,Samsung
Var,,10 - 15 MP,,2,,Yok,,,2000-3000 mAh,,,,Var,2.5-3.2 GHz,,,128 GB,,Var,,,,,OLED,Dinamik AMOLED,60 Hz,,FHD+,,Var,2 YÄ±l,,Apple TÃ¼rkiye Garantili,OLED,Var,,,Yok,,10 - 15 MP,,,Lightning,,5G,,Var,Yok,,1800 - 2400,,4 GB,Yok,Siyah,Var,,2160p (Ultra HD) 4K,,Var,,Yok,1,10 - 15 MP,10 - 20 MP,Yok,,,Lightning,10-20 W,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-12-mini-64-gb-black-cep-telefonu-12-ay-garantili-p-455966610,20.599 TL,Apple
,,,12 MP,,,,,,,,,,,,,,,64 GB,,,,6 inç ve üstü,,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,,4 GB,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-11-pro-max-64-gb-gumus-cep-telefonu-12-ay-garantili-a-kalite-p-689225776,29.999 TL,Apple
,,,20 - 40 MP,,3,,,,,4500-5000 mAh,,,,,,,,128 GB,Var,,6.5'' - 7'',6 - 8 inç,,,,,,,HD+,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,USB Type-C,,4G,Yok,,,,4000 - 5000,6 GB,,Mor,,Yok,,,,,,,,,,,,,,Var,,1,5 - 10 MP,8 MP ve üstü,,Android,USB Type-C,,https://www.trendyol.com//hiking/a40-6-gb-ram-128-gb-hafiza-6-52-mor-turkiye-p-754871968,5.390 TL,Hikıng
,,,,,,,,,,,,,,,,,,128 GB,,,,,,,,,,,,,,1 Yıl,,,,,,,,,,,,,,,,,,,,,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//apple/yenilenmis-iphone-8-plus-128-gb-siyah-cep-telefonu-12-ay-garantili-a-kalite-p-658048838,13.999 TL,Apple
,Var,,10 - 15 MP,,3,,Var,,,5000-6000 mAh,,Bluetooth,Var,,2.0-2.5 GHz,,,128 GB,Var,,6.5'' - 7'',"6,5 inç",,IPS LCD,,,,,,Var,,2 Yıl,Casper Türkiye Garantili,,,LCD,Var,,Yok,,13 MP + 2 MP,,,3.5 mm,,4G,Var,,Var,,5000 ve üstü,4 GB,Yok,Mavi,,Var,,,,Var,,,,,,,,,,Var,Yok,1,5 - 10 MP,"8,0 MP",MediaTek,Android,USB Type-C,,https://www.trendyol.com//casper/via-m35-128gb-akillitelefon-p-769925535,5.899 TL,Casper
,Var,,40 - 60 MP,,2,,Var,,,3000-3500 mAh,,USB,Var,,2.0-2.5 GHz,iPhone 15,,256 GB,Var,,6'' - 6.5'',"6,1 inç",,FHD Süper AMOLED,FHD+,,144 Hz üstü,,FHD+,Var,,2 Yıl,Apple Türkiye Garantili,,,LCD,Var,,Yok,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Var,,3000 - 4000,6 GB,Yok,Pembe,,Var,,4320p (Ultra HD) 8K,,Var,,,,,,,,,,Var,Yok,1,10 - 15 MP,12 MP,Apple,iOS,USB Type-C,10-20 W,https://www.trendyol.com//apple/iphone-15-256-gb-pembe-p-762254854,53.499 TL,Apple
,,,15 - 20 MP,,3,,Var,,,3500-4000 mAh,,,,,,,,128 GB,Var,,6'' - 6.5'',"4 - 4,5 inç",,,,,,,,,,2 Yıl,Resmi Distribütör Garantili,,,,,,,,5 MP ve altı,,,3.5 mm,,4G,Yok,,,,1500 ve altı,6 GB,,Yeşil,,Yok,,,,Yok,,,,,,,,,,Var,,1,5 - 10 MP,,,Android,USB Type-C,,https://www.trendyol.com//reeder/p13-blue-max-pro-2021-6-gb-128-gb-yesil-cep-telefonu-reeder-turkiye-garantili-p-203052693,3.099 TL,Reeder
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altın,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//huawei/yenilenmis-mate-10-lite-64-gb-gold-cep-telefonu-12-ay-garantili-p-299200558,3.999 TL,Huawei
,Var,,60 - 80 MP,,3,,,,,4500-5000 mAh,,Wi-Fi,Var,,2.5-3.2 GHz,,,128 GB,Var,,6.5'' - 7'',"6,7 inç",,AMOLED,FHD+,,120 Hz,,FHD+,Var,,2 Yıl,Xiaomi Türkiye Garantili,,,AMOLED,,,Yok,,20 MP ve üstü,,,USB Type-C,,5G,Var,,Var,,4000 - 5000,6 GB,,Yeşil,,Var,,1080p (Full HD),,Var,,,,,,,,,,Var,Var,1,15 - 20 MP,20 MP,,Android,USB Type-C,100-120 W,https://www.trendyol.com//poco/f4-128-gb-6-gb-ram-yesil-cep-telefonu-xiaomi-turkiye-garantili-p-716457725,13.047 TL,POCO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-a13-128gb-cift-sim-beyaz-p-273539938,7.599 TL,Samsung
,,,15 - 20 MP,,,,,,,,,,,,,,,64 GB,,,,"6,4 inç",,,,,,,,,,1 Yıl,,,,,,,,,,A seviye-Mükemmel,,,,,,,,,4000,4 GB,,Beyaz,,,,,,Var,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//samsung/galaxy-a30-64gb-yenilenmis-a-grade-beyaz-p-760964223,5.500 TL,Samsung
